SEF	1.0.0												
1838	6	30	19	23	0	997.5	orig=29.55In|orig.time=10:00PM|orig.date=1838-06-18|atb=15R						
1838	7	1	5	23	0	1000.1	orig=29.62In|orig.time=8:00AM|orig.date=1838-06-19|atb=14R						
1838	7	1	7	23	0	995.2	orig=29.48In|orig.time=10:00AM|orig.date=1838-06-19|atb=15R						
1838	7	1	9	23	0	999.9	orig=29.62In|orig.time=12:00AM|orig.date=1838-06-19|atb=15R						
1838	7	1	11	23	0	999.9	orig=29.62In|orig.time=2:00PM|orig.date=1838-06-19|atb=15R						
1838	7	1	13	23	0	999.9	orig=29.62In|orig.time=4:00PM|orig.date=1838-06-19|atb=15R						
1838	7	1	15	23	0	999.9	orig=29.62In|orig.time=6:00PM|orig.date=1838-06-19|atb=15R						
1838	7	1	17	23	0	1000.2	orig=29.63In|orig.time=8:00PM|orig.date=1838-06-19|atb=15R						
1838	7	1	19	23	0	1000.2	orig=29.63In|orig.time=10:00PM|orig.date=1838-06-19|atb=15R						
1838	7	2	5	23	0	1002.1	orig=29.68In|orig.time=8:00AM|orig.date=1838-06-20|atb=14R						
1838	7	2	7	23	0	999.9	orig=29.62In|orig.time=10:00AM|orig.date=1838-06-20|atb=15R						
1838	7	2	9	23	0	1001.9	orig=29.68In|orig.time=12:00AM|orig.date=1838-06-20|atb=15R						
1838	7	2	11	23	0	1001.9	orig=29.68In|orig.time=2:00PM|orig.date=1838-06-20|atb=15R						
1838	7	2	13	23	0	1001.9	orig=29.68In|orig.time=4:00PM|orig.date=1838-06-20|atb=15R						
1838	7	2	15	23	0	1001.6	orig=29.67In|orig.time=6:00PM|orig.date=1838-06-20|atb=15R						
1838	7	2	17	23	0	1001.2	orig=29.66In|orig.time=8:00PM|orig.date=1838-06-20|atb=15R						
1838	7	2	19	23	0	1001.2	orig=29.66In|orig.time=10:00PM|orig.date=1838-06-20|atb=15R						
1838	7	3	5	23	0	999.9	orig=29.62In|orig.time=8:00AM|orig.date=1838-06-21|atb=15R						
1838	7	3	7	23	0	999.9	orig=29.62In|orig.time=10:00AM|orig.date=1838-06-21|atb=15R						
1838	7	3	9	23	0	999.9	orig=29.62In|orig.time=12:00AM|orig.date=1838-06-21|atb=15R						
1838	7	3	11	23	0	998.6	orig=29.59In|orig.time=2:00PM|orig.date=1838-06-21|atb=16R						
1838	7	3	13	23	0	998.3	orig=29.58In|orig.time=4:00PM|orig.date=1838-06-21|atb=16R						
1838	7	3	15	23	0	997.3	orig=29.55In|orig.time=6:00PM|orig.date=1838-06-21|atb=16R						
1838	7	3	17	23	0	997.3	orig=29.55In|orig.time=8:00PM|orig.date=1838-06-21|atb=16R						
1838	7	3	19	23	0	997.3	orig=29.55In|orig.time=10:00PM|orig.date=1838-06-21|atb=16R						
1838	7	4	5	23	0	992.8	orig=29.41In|orig.time=8:00AM|orig.date=1838-06-22|atb=15R						
1838	7	4	7	23	0	999.9	orig=29.62In|orig.time=10:00AM|orig.date=1838-06-22|atb=15R						
1838	7	4	9	23	0	990.8	orig=29.35In|orig.time=12:00AM|orig.date=1838-06-22|atb=15R						
1838	7	4	11	23	0	990.2	orig=29.34In|orig.time=2:00PM|orig.date=1838-06-22|atb=16R						
1838	7	4	13	23	0	989.9	orig=29.33In|orig.time=4:00PM|orig.date=1838-06-22|atb=16R						
1838	7	4	15	23	0	989.4	orig=29.31In|orig.time=6:00PM|orig.date=1838-06-22|atb=15R						
1838	7	4	17	23	0	989.4	orig=29.31In|orig.time=8:00PM|orig.date=1838-06-22|atb=15R						
1838	7	4	19	23	0	989.4	orig=29.31In|orig.time=10:00PM|orig.date=1838-06-22|atb=15R						
1838	7	5	5	23	0	989.4	orig=29.31In|orig.time=8:00AM|orig.date=1838-06-23|atb=15R						
1838	7	5	7	23	0	991.4	orig=29.37In|orig.time=10:00AM|orig.date=1838-06-23|atb=15R						
1838	7	5	9	23	0	989.4	orig=29.31In|orig.time=12:00AM|orig.date=1838-06-23|atb=15R						
1838	7	5	11	23	0	989.4	orig=29.31In|orig.time=2:00PM|orig.date=1838-06-23|atb=15R						
1838	7	5	13	23	0	989.4	orig=29.31In|orig.time=4:00PM|orig.date=1838-06-23|atb=15R						
1838	7	5	15	23	0	989.2	orig=29.31In|orig.time=6:00PM|orig.date=1838-06-23|atb=16R						
1838	7	5	17	23	0	989.4	orig=29.31In|orig.time=8:00PM|orig.date=1838-06-23|atb=15R						
1838	7	5	19	23	0	989.4	orig=29.31In|orig.time=10:00PM|orig.date=1838-06-23|atb=15R						
1838	7	6	5	23	0	987.1	orig=29.24In|orig.time=8:00AM|orig.date=1838-06-24|atb=15R						
1838	7	6	7	23	0	989.4	orig=29.31In|orig.time=10:00AM|orig.date=1838-06-24|atb=15R						
1838	7	6	9	23	0	985.5	orig=29.2In|orig.time=12:00AM|orig.date=1838-06-24|atb=16R						
1838	7	6	11	23	0	985.5	orig=29.2In|orig.time=2:00PM|orig.date=1838-06-24|atb=16R						
1838	7	6	13	23	0	985.5	orig=29.2In|orig.time=4:00PM|orig.date=1838-06-24|atb=16R						
1838	7	6	15	23	0	985.7	orig=29.2In|orig.time=6:00PM|orig.date=1838-06-24|atb=15R						
1838	7	6	17	23	0	985.7	orig=29.2In|orig.time=8:00PM|orig.date=1838-06-24|atb=15R						
1838	7	6	19	23	0	985.7	orig=29.2In|orig.time=10:00PM|orig.date=1838-06-24|atb=15R						
1838	7	7	5	23	0	985.4	orig=29.19In|orig.time=8:00AM|orig.date=1838-06-25|atb=15R						
1838	7	7	7	23	0	986.7	orig=29.23In|orig.time=10:00AM|orig.date=1838-06-25|atb=15R						
1838	7	7	9	23	0	985	orig=29.18In|orig.time=12:00AM|orig.date=1838-06-25|atb=15R						
1838	7	7	11	23	0	985	orig=29.18In|orig.time=2:00PM|orig.date=1838-06-25|atb=15R						
1838	7	7	13	23	0	985	orig=29.18In|orig.time=4:00PM|orig.date=1838-06-25|atb=15R						
1838	7	7	15	23	0	986.3	orig=29.21In|orig.time=6:00PM|orig.date=1838-06-25|atb=14R						
1838	7	7	17	23	0	986.9	orig=29.23In|orig.time=8:00PM|orig.date=1838-06-25|atb=14R						
1838	7	7	19	23	0	986.9	orig=29.23In|orig.time=10:00PM|orig.date=1838-06-25|atb=14R						
1838	7	8	5	23	0	992.4	orig=29.39In|orig.time=8:00AM|orig.date=1838-06-26|atb=14R						
1838	7	8	7	23	0	990.7	orig=29.34In|orig.time=10:00AM|orig.date=1838-06-26|atb=14R						
1838	7	8	9	23	0	991	orig=29.35In|orig.time=12:00AM|orig.date=1838-06-26|atb=14R						
1838	7	8	11	23	0	991	orig=29.35In|orig.time=2:00PM|orig.date=1838-06-26|atb=14R						
1838	7	8	13	23	0	991	orig=29.35In|orig.time=4:00PM|orig.date=1838-06-26|atb=14R						
1838	7	8	15	23	0	990.8	orig=29.35In|orig.time=6:00PM|orig.date=1838-06-26|atb=15R						
1838	7	8	17	23	0	991.4	orig=29.37In|orig.time=8:00PM|orig.date=1838-06-26|atb=15R						
1838	7	8	19	23	0	992.5	orig=29.4In|orig.time=10:00PM|orig.date=1838-06-26|atb=15R						
1838	7	9	5	23	0	994.7	orig=29.46In|orig.time=8:00AM|orig.date=1838-06-27|atb=14R						
1838	7	9	7	23	0	994.7	orig=29.46In|orig.time=10:00AM|orig.date=1838-06-27|atb=14R						
1838	7	9	9	23	0	994.7	orig=29.46In|orig.time=12:00AM|orig.date=1838-06-27|atb=14R						
1838	7	9	11	23	0	995.4	orig=29.48In|orig.time=2:00PM|orig.date=1838-06-27|atb=14R						
1838	7	9	13	23	0	998.2	orig=29.57In|orig.time=4:00PM|orig.date=1838-06-27|atb=15R						
1838	7	9	15	23	0	997.3	orig=29.55In|orig.time=6:00PM|orig.date=1838-06-27|atb=16R						
1838	7	9	17	23	0	998	orig=29.57In|orig.time=8:00PM|orig.date=1838-06-27|atb=16R						
1838	7	9	19	23	0	999.3	orig=29.61In|orig.time=10:00PM|orig.date=1838-06-27|atb=16R						
1838	7	10	5	23	0	1001.6	orig=29.67In|orig.time=8:00AM|orig.date=1838-06-28|atb=15R						
1838	7	10	7	23	0	1001.6	orig=29.67In|orig.time=10:00AM|orig.date=1838-06-28|atb=15R						
1838	7	10	9	23	0	1001.6	orig=29.67In|orig.time=12:00AM|orig.date=1838-06-28|atb=15R						
1838	7	10	11	23	0	1001.6	orig=29.67In|orig.time=2:00PM|orig.date=1838-06-28|atb=15R						
1838	7	10	13	23	0	1001.7	orig=29.68In|orig.time=4:00PM|orig.date=1838-06-28|atb=16R						
1838	7	10	15	23	0	1001.7	orig=29.68In|orig.time=6:00PM|orig.date=1838-06-28|atb=16R						
1838	7	10	17	23	0	1001.7	orig=29.68In|orig.time=8:00PM|orig.date=1838-06-28|atb=16R						
1838	7	10	19	23	0	1003	orig=29.72In|orig.time=10:00PM|orig.date=1838-06-28|atb=16R						
1838	7	11	5	23	0	1003.3	orig=29.72In|orig.time=8:00AM|orig.date=1838-06-29|atb=15R						
1838	7	11	7	23	0	1003.3	orig=29.72In|orig.time=10:00AM|orig.date=1838-06-29|atb=15R						
1838	7	11	9	23	0	1003	orig=29.72In|orig.time=12:00AM|orig.date=1838-06-29|atb=16R						
1838	7	11	11	23	0	1003	orig=29.72In|orig.time=2:00PM|orig.date=1838-06-29|atb=16R						
1838	7	11	13	23	0	1001.1	orig=29.67In|orig.time=4:00PM|orig.date=1838-06-29|atb=17R						
1838	7	11	15	23	0	1002.8	orig=29.72In|orig.time=6:00PM|orig.date=1838-06-29|atb=17R						
1838	7	11	17	23	0	1003	orig=29.72In|orig.time=8:00PM|orig.date=1838-06-29|atb=16R						
1838	7	11	19	23	0	1003	orig=29.72In|orig.time=10:00PM|orig.date=1838-06-29|atb=16R						
1838	7	12	5	23	0	1003.1	orig=29.73In|orig.time=8:00AM|orig.date=1838-06-30|atb=17R						
1838	7	12	7	23	0	1003.1	orig=29.73In|orig.time=10:00AM|orig.date=1838-06-30|atb=17R						
1838	7	12	9	23	0	1003.6	orig=29.73In|orig.time=12:00AM|orig.date=1838-06-30|atb=15R						
1838	7	12	11	23	0	1002.8	orig=29.72In|orig.time=2:00PM|orig.date=1838-06-30|atb=17R						
1838	7	12	13	23	0	1002.8	orig=29.72In|orig.time=4:00PM|orig.date=1838-06-30|atb=17R						
1838	7	12	15	23	0	1002.8	orig=29.72In|orig.time=6:00PM|orig.date=1838-06-30|atb=17R						
1838	7	12	17	23	0	1002.8	orig=29.72In|orig.time=8:00PM|orig.date=1838-06-30|atb=17R						
1838	7	12	19	23	0	1002.8	orig=29.72In|orig.time=10:00PM|orig.date=1838-06-30|atb=17R						
1838	7	13	5	23	0	1002.8	orig=29.72In|orig.time=8:00AM|orig.date=1838-07-01|atb=17R						
1838	7	13	7	23	0	1002.8	orig=29.72In|orig.time=10:00AM|orig.date=1838-07-01|atb=17R						
1838	7	13	9	23	0	1002.8	orig=29.72In|orig.time=12:00AM|orig.date=1838-07-01|atb=17R						
1838	7	13	11	23	0	1001.5	orig=29.68In|orig.time=2:00PM|orig.date=1838-07-01|atb=17R						
1838	7	13	13	23	0	1000.4	orig=29.65In|orig.time=4:00PM|orig.date=1838-07-01|atb=17R						
1838	7	13	15	23	0	999.5	orig=29.63In|orig.time=6:00PM|orig.date=1838-07-01|atb=18R						
1838	7	13	17	23	0	999.8	orig=29.63In|orig.time=8:00PM|orig.date=1838-07-01|atb=17R						
1838	7	13	19	23	0	1001.8	orig=29.69In|orig.time=10:00PM|orig.date=1838-07-01|atb=17R						
1838	7	14	5	23	0	998.1	orig=29.58In|orig.time=8:00AM|orig.date=1838-07-02|atb=17R						
1838	7	14	7	23	0	998.1	orig=29.58In|orig.time=10:00AM|orig.date=1838-07-02|atb=17R						
1838	7	14	9	23	0	997.2	orig=29.56In|orig.time=12:00AM|orig.date=1838-07-02|atb=18R						
1838	7	14	11	23	0	997.4	orig=29.56In|orig.time=2:00PM|orig.date=1838-07-02|atb=17R						
1838	7	14	13	23	0	997.4	orig=29.56In|orig.time=4:00PM|orig.date=1838-07-02|atb=17R						
1838	7	14	15	23	0	996.8	orig=29.55In|orig.time=6:00PM|orig.date=1838-07-02|atb=18R						
1838	7	14	17	23	0	996.7	orig=29.54In|orig.time=8:00PM|orig.date=1838-07-02|atb=17R						
1838	7	14	19	23	0	996.7	orig=29.54In|orig.time=10:00PM|orig.date=1838-07-02|atb=17R						
1838	7	15	5	23	0	996.7	orig=29.54In|orig.time=8:00AM|orig.date=1838-07-03|atb=17R						
1838	7	15	7	23	0	996.7	orig=29.54In|orig.time=10:00AM|orig.date=1838-07-03|atb=17R						
1838	7	15	9	23	0	996.7	orig=29.54In|orig.time=12:00AM|orig.date=1838-07-03|atb=17R						
1838	7	15	11	23	0	997.7	orig=29.57In|orig.time=2:00PM|orig.date=1838-07-03|atb=17R						
1838	7	15	13	23	0	995.5	orig=29.51In|orig.time=4:00PM|orig.date=1838-07-03|atb=18R						
1838	7	15	15	23	0	995.5	orig=29.51In|orig.time=6:00PM|orig.date=1838-07-03|atb=18R						
1838	7	15	17	23	0	995.5	orig=29.51In|orig.time=8:00PM|orig.date=1838-07-03|atb=18R						
1838	7	15	19	23	0	995.5	orig=29.51In|orig.time=10:00PM|orig.date=1838-07-03|atb=18R						
1838	7	16	5	23	0	995.7	orig=29.51In|orig.time=8:00AM|orig.date=1838-07-04|atb=17R						
1838	7	16	7	23	0	995.5	orig=29.51In|orig.time=10:00AM|orig.date=1838-07-04|atb=18R						
1838	7	16	9	23	0	995.5	orig=29.51In|orig.time=12:00AM|orig.date=1838-07-04|atb=18R						
1838	7	16	11	23	0	995.5	orig=29.51In|orig.time=2:00PM|orig.date=1838-07-04|atb=18R						
1838	7	16	13	23	0	994.6	orig=29.49In|orig.time=4:00PM|orig.date=1838-07-04|atb=19R						
1838	7	16	15	23	0	994.6	orig=29.49In|orig.time=6:00PM|orig.date=1838-07-04|atb=19R						
1838	7	16	17	23	0	994.8	orig=29.49In|orig.time=8:00PM|orig.date=1838-07-04|atb=18R						
1838	7	16	19	23	0	995	orig=29.49In|orig.time=10:00PM|orig.date=1838-07-04|atb=17R						
1838	7	17	5	23	0	995	orig=29.49In|orig.time=8:00AM|orig.date=1838-07-05|atb=17R						
1838	7	17	7	23	0	994.8	orig=29.49In|orig.time=10:00AM|orig.date=1838-07-05|atb=18R						
1838	7	17	9	23	0	994.8	orig=29.49In|orig.time=12:00AM|orig.date=1838-07-05|atb=18R						
1838	7	17	11	23	0	994.6	orig=29.49In|orig.time=2:00PM|orig.date=1838-07-05|atb=19R						
1838	7	17	13	23	0	993.6	orig=29.46In|orig.time=4:00PM|orig.date=1838-07-05|atb=19R						
1838	7	17	15	23	0	993.8	orig=29.46In|orig.time=6:00PM|orig.date=1838-07-05|atb=18R						
1838	7	17	17	23	0	993.8	orig=29.46In|orig.time=8:00PM|orig.date=1838-07-05|atb=18R						
1838	7	17	19	23	0	993.8	orig=29.46In|orig.time=10:00PM|orig.date=1838-07-05|atb=18R						
1838	7	18	5	23	0	994	orig=29.46In|orig.time=8:00AM|orig.date=1838-07-06|atb=17R						
1838	7	18	7	23	0	993.5	orig=29.45In|orig.time=10:00AM|orig.date=1838-07-06|atb=18R						
1838	7	18	9	23	0	993.2	orig=29.45In|orig.time=12:00AM|orig.date=1838-07-06|atb=19R						
1838	7	18	11	23	0	993.2	orig=29.45In|orig.time=2:00PM|orig.date=1838-07-06|atb=19R						
1838	7	18	13	23	0	992.8	orig=29.45In|orig.time=4:00PM|orig.date=1838-07-06|atb=21R						
1838	7	18	15	23	0	993.2	orig=29.45In|orig.time=6:00PM|orig.date=1838-07-06|atb=19R						
1838	7	18	17	23	0	993.2	orig=29.45In|orig.time=8:00PM|orig.date=1838-07-06|atb=19R						
1838	7	18	19	23	0	993.5	orig=29.45In|orig.time=10:00PM|orig.date=1838-07-06|atb=18R						
1838	7	19	5	23	0	993.8	orig=29.46In|orig.time=8:00AM|orig.date=1838-07-07|atb=18R						
1838	7	19	7	23	0	993.8	orig=29.46In|orig.time=10:00AM|orig.date=1838-07-07|atb=18R						
1838	7	19	9	23	0	993.6	orig=29.46In|orig.time=12:00AM|orig.date=1838-07-07|atb=19R						
1838	7	19	11	23	0	995.6	orig=29.52In|orig.time=2:00PM|orig.date=1838-07-07|atb=19R						
1838	7	19	13	23	0	995.4	orig=29.52In|orig.time=4:00PM|orig.date=1838-07-07|atb=19.75R						
1838	7	19	15	23	0	995.6	orig=29.52In|orig.time=6:00PM|orig.date=1838-07-07|atb=19R						
1838	7	19	17	23	0	995.8	orig=29.52In|orig.time=8:00PM|orig.date=1838-07-07|atb=18R						
1838	7	19	19	23	0	995.8	orig=29.52In|orig.time=10:00PM|orig.date=1838-07-07|atb=18R						
1838	7	20	5	23	0	995.7	orig=29.51In|orig.time=8:00AM|orig.date=1838-07-08|atb=17R						
1838	7	20	7	23	0	994.7	orig=29.48In|orig.time=10:00AM|orig.date=1838-07-08|atb=17R						
1838	7	20	9	23	0	994.1	orig=29.47In|orig.time=12:00AM|orig.date=1838-07-08|atb=18R						
1838	7	20	11	23	0	993.1	orig=29.44In|orig.time=2:00PM|orig.date=1838-07-08|atb=18R						
1838	7	20	13	23	0	993.1	orig=29.44In|orig.time=4:00PM|orig.date=1838-07-08|atb=18R						
1838	7	20	15	23	0	994.5	orig=29.48In|orig.time=6:00PM|orig.date=1838-07-08|atb=18R						
1838	7	20	17	23	0	992.8	orig=29.43In|orig.time=8:00PM|orig.date=1838-07-08|atb=18R						
1838	7	20	19	23	0	992.8	orig=29.43In|orig.time=10:00PM|orig.date=1838-07-08|atb=18R						
1838	7	21	5	23	0	991.7	orig=29.39In|orig.time=8:00AM|orig.date=1838-07-09|atb=17R						
1838	7	21	7	23	0	991.7	orig=29.39In|orig.time=10:00AM|orig.date=1838-07-09|atb=17R						
1838	7	21	9	23	0	991.7	orig=29.39In|orig.time=12:00AM|orig.date=1838-07-09|atb=17R						
1838	7	21	11	23	0	991.7	orig=29.39In|orig.time=2:00PM|orig.date=1838-07-09|atb=17R						
1838	7	21	13	23	0	991.7	orig=29.39In|orig.time=4:00PM|orig.date=1838-07-09|atb=17R						
1838	7	21	15	23	0	991.7	orig=29.39In|orig.time=6:00PM|orig.date=1838-07-09|atb=17R						
1838	7	21	17	23	0	991.7	orig=29.39In|orig.time=8:00PM|orig.date=1838-07-09|atb=17R						
1838	7	21	19	23	0	991.7	orig=29.39In|orig.time=10:00PM|orig.date=1838-07-09|atb=17R						
1838	7	22	5	23	0	993.4	orig=29.44In|orig.time=8:00AM|orig.date=1838-07-10|atb=17R						
1838	7	22	7	23	0	993.7	orig=29.45In|orig.time=10:00AM|orig.date=1838-07-10|atb=17R						
1838	7	22	9	23	0	994	orig=29.46In|orig.time=12:00AM|orig.date=1838-07-10|atb=17R						
1838	7	22	11	23	0	994	orig=29.46In|orig.time=2:00PM|orig.date=1838-07-10|atb=17R						
1838	7	22	13	23	0	994	orig=29.46In|orig.time=4:00PM|orig.date=1838-07-10|atb=17R						
1838	7	22	15	23	0	994	orig=29.46In|orig.time=6:00PM|orig.date=1838-07-10|atb=17R						
1838	7	22	17	23	0	994	orig=29.46In|orig.time=8:00PM|orig.date=1838-07-10|atb=17R						
1838	7	22	19	23	0	994	orig=29.46In|orig.time=10:00PM|orig.date=1838-07-10|atb=17R						
1838	7	23	5	23	0	993	orig=29.43In|orig.time=8:00AM|orig.date=1838-07-11|atb=17R						
1838	7	23	7	23	0	993	orig=29.43In|orig.time=10:00AM|orig.date=1838-07-11|atb=17R						
1838	7	23	9	23	0	992.3	orig=29.41In|orig.time=12:00AM|orig.date=1838-07-11|atb=17R						
1838	7	23	11	23	0	990.4	orig=29.36In|orig.time=2:00PM|orig.date=1838-07-11|atb=18R						
1838	7	23	13	23	0	990.4	orig=29.36In|orig.time=4:00PM|orig.date=1838-07-11|atb=18R						
1838	7	23	15	23	0	990.4	orig=29.36In|orig.time=6:00PM|orig.date=1838-07-11|atb=18R						
1838	7	23	17	23	0	990.4	orig=29.36In|orig.time=8:00PM|orig.date=1838-07-11|atb=18R						
1838	7	23	19	23	0	990.4	orig=29.36In|orig.time=10:00PM|orig.date=1838-07-11|atb=18R						
1838	7	24	5	23	0	992.5	orig=29.42In|orig.time=8:00AM|orig.date=1838-07-12|atb=18R						
1838	7	24	7	23	0	992.5	orig=29.42In|orig.time=10:00AM|orig.date=1838-07-12|atb=18R						
1838	7	24	9	23	0	992.7	orig=29.42In|orig.time=12:00AM|orig.date=1838-07-12|atb=17R						
1838	7	24	11	23	0	992.7	orig=29.42In|orig.time=2:00PM|orig.date=1838-07-12|atb=17R						
1838	7	24	13	23	0	992.7	orig=29.42In|orig.time=4:00PM|orig.date=1838-07-12|atb=17R						
1838	7	24	15	23	0	992.7	orig=29.42In|orig.time=6:00PM|orig.date=1838-07-12|atb=17R						
1838	7	24	17	23	0	992.7	orig=29.42In|orig.time=8:00PM|orig.date=1838-07-12|atb=17R						
1838	7	24	19	23	0	992.3	orig=29.41In|orig.time=10:00PM|orig.date=1838-07-12|atb=17R						
1838	7	25	5	23	0	992.3	orig=29.41In|orig.time=8:00AM|orig.date=1838-07-13|atb=17R						
1838	7	25	7	23	0	992.3	orig=29.41In|orig.time=10:00AM|orig.date=1838-07-13|atb=17R						
1838	7	25	9	23	0	992.3	orig=29.41In|orig.time=12:00AM|orig.date=1838-07-13|atb=17R						
1838	7	25	11	23	0	992.3	orig=29.41In|orig.time=2:00PM|orig.date=1838-07-13|atb=17R						
1838	7	25	13	23	0	992.3	orig=29.41In|orig.time=4:00PM|orig.date=1838-07-13|atb=17R						
1838	7	25	15	23	0	992.3	orig=29.41In|orig.time=6:00PM|orig.date=1838-07-13|atb=17R						
1838	7	25	17	23	0	992.3	orig=29.41In|orig.time=8:00PM|orig.date=1838-07-13|atb=17R						
1838	7	25	19	23	0	992.3	orig=29.41In|orig.time=10:00PM|orig.date=1838-07-13|atb=17R						
1838	7	26	5	23	0	994.3	orig=29.46In|orig.time=8:00AM|orig.date=1838-07-14|atb=16R						
1838	7	26	7	23	0	994	orig=29.46In|orig.time=10:00AM|orig.date=1838-07-14|atb=17R						
1838	7	26	9	23	0	994	orig=29.46In|orig.time=12:00AM|orig.date=1838-07-14|atb=17R						
1838	7	26	11	23	0	994	orig=29.46In|orig.time=2:00PM|orig.date=1838-07-14|atb=17R						
1838	7	26	13	23	0	993.7	orig=29.45In|orig.time=4:00PM|orig.date=1838-07-14|atb=17R						
1838	7	26	15	23	0	993.7	orig=29.45In|orig.time=6:00PM|orig.date=1838-07-14|atb=17R						
1838	7	26	17	23	0	993.7	orig=29.45In|orig.time=8:00PM|orig.date=1838-07-14|atb=17R						
1838	7	26	19	23	0	993.7	orig=29.45In|orig.time=10:00PM|orig.date=1838-07-14|atb=17R						
1838	7	27	5	23	0	993.2	orig=29.43In|orig.time=8:00AM|orig.date=1838-07-15|atb=16R						
1838	7	27	7	23	0	991.3	orig=29.38In|orig.time=10:00AM|orig.date=1838-07-15|atb=17R						
1838	7	27	9	23	0	990.4	orig=29.36In|orig.time=12:00AM|orig.date=1838-07-15|atb=18R						
1838	7	27	11	23	0	988.5	orig=29.31In|orig.time=2:00PM|orig.date=1838-07-15|atb=19R						
1838	7	27	13	23	0	987.5	orig=29.28In|orig.time=4:00PM|orig.date=1838-07-15|atb=19R						
1838	7	27	15	23	0	986.7	orig=29.26In|orig.time=6:00PM|orig.date=1838-07-15|atb=19.75R						
1838	7	27	17	23	0	986.8	orig=29.26In|orig.time=8:00PM|orig.date=1838-07-15|atb=19R						
1838	7	27	19	23	0	986.4	orig=29.24In|orig.time=10:00PM|orig.date=1838-07-15|atb=18R						
1838	7	28	5	23	0	982.3	orig=29.11In|orig.time=8:00AM|orig.date=1838-07-16|atb=16.75R						
1838	7	28	7	23	0	982.1	orig=29.11In|orig.time=10:00AM|orig.date=1838-07-16|atb=17.5R						
1838	7	28	9	23	0	982	orig=29.11In|orig.time=12:00AM|orig.date=1838-07-16|atb=18R						
1838	7	28	11	23	0	984.4	orig=29.18In|orig.time=2:00PM|orig.date=1838-07-16|atb=18R						
1838	7	28	13	23	0	984.7	orig=29.19In|orig.time=4:00PM|orig.date=1838-07-16|atb=18R						
1838	7	28	15	23	0	985	orig=29.2In|orig.time=6:00PM|orig.date=1838-07-16|atb=18R						
1838	7	28	17	23	0	985.3	orig=29.2In|orig.time=8:00PM|orig.date=1838-07-16|atb=17R						
1838	7	28	19	23	0	987.6	orig=29.27In|orig.time=10:00PM|orig.date=1838-07-16|atb=17R						
1838	7	29	5	23	0	989	orig=29.31In|orig.time=8:00AM|orig.date=1838-07-17|atb=17R						
1838	7	29	7	23	0	989	orig=29.31In|orig.time=10:00AM|orig.date=1838-07-17|atb=17R						
1838	7	29	9	23	0	989	orig=29.31In|orig.time=12:00AM|orig.date=1838-07-17|atb=17R						
1838	7	29	11	23	0	989	orig=29.31In|orig.time=2:00PM|orig.date=1838-07-17|atb=17R						
1838	7	29	13	23	0	989	orig=29.31In|orig.time=4:00PM|orig.date=1838-07-17|atb=17R						
1838	7	29	15	23	0	990	orig=29.34In|orig.time=6:00PM|orig.date=1838-07-17|atb=17R						
1838	7	29	17	23	0	990	orig=29.34In|orig.time=8:00PM|orig.date=1838-07-17|atb=17R						
1838	7	29	19	23	0	991.3	orig=29.38In|orig.time=10:00PM|orig.date=1838-07-17|atb=17R						
1838	7	30	5	23	0	993.6	orig=29.44In|orig.time=8:00AM|orig.date=1838-07-18|atb=16R						
1838	7	30	7	23	0	993.6	orig=29.44In|orig.time=10:00AM|orig.date=1838-07-18|atb=16R						
1838	7	30	9	23	0	993.6	orig=29.44In|orig.time=12:00AM|orig.date=1838-07-18|atb=16R						
1838	7	30	11	23	0	993.6	orig=29.44In|orig.time=2:00PM|orig.date=1838-07-18|atb=16R						
1838	7	30	13	23	0	993.6	orig=29.44In|orig.time=4:00PM|orig.date=1838-07-18|atb=16R						
1838	7	30	15	23	0	993.6	orig=29.44In|orig.time=6:00PM|orig.date=1838-07-18|atb=16R						
1838	7	30	17	23	0	993.7	orig=29.444In|orig.time=8:00PM|orig.date=1838-07-18|atb=16R						
1838	7	30	19	23	0	994.6	orig=29.47In|orig.time=10:00PM|orig.date=1838-07-18|atb=16R						
1838	7	31	5	23	0	994.9	orig=29.48In|orig.time=8:00AM|orig.date=1838-07-19|atb=16R						
1838	7	31	7	23	0	994.7	orig=29.48In|orig.time=10:00AM|orig.date=1838-07-19|atb=17R						
1838	7	31	9	23	0	994.7	orig=29.48In|orig.time=12:00AM|orig.date=1838-07-19|atb=17R						
1838	7	31	11	23	0	995.7	orig=29.51In|orig.time=2:00PM|orig.date=1838-07-19|atb=17R						
1838	7	31	13	23	0	995.8	orig=29.51In|orig.time=4:00PM|orig.date=1838-07-19|atb=16.75R						
1838	7	31	15	23	0	995.9	orig=29.51In|orig.time=6:00PM|orig.date=1838-07-19|atb=16R						
1838	7	31	17	23	0	995.9	orig=29.51In|orig.time=8:00PM|orig.date=1838-07-19|atb=16R						
1838	7	31	19	23	0	995.9	orig=29.51In|orig.time=10:00PM|orig.date=1838-07-19|atb=16R						
1838	8	1	5	23	0	995.3	orig=29.49In|orig.time=8:00AM|orig.date=1838-07-20|atb=16R						
1838	8	1	7	23	0	995.3	orig=29.49In|orig.time=10:00AM|orig.date=1838-07-20|atb=16R						
1838	8	1	9	23	0	995	orig=29.49In|orig.time=12:00AM|orig.date=1838-07-20|atb=17R						
1838	8	1	11	23	0	995	orig=29.49In|orig.time=2:00PM|orig.date=1838-07-20|atb=17R						
1838	8	1	13	23	0	995	orig=29.49In|orig.time=4:00PM|orig.date=1838-07-20|atb=17R						
