SEF	1.0.0												
1838	8	1	15	23	0	995.3	orig=29.49In|orig.time=6:00PM|orig.date=1838-07-20|atb=16R						
1838	8	1	17	23	0	995.3	orig=29.49In|orig.time=8:00PM|orig.date=1838-07-20|atb=16R						
1838	8	1	19	23	0	995.3	orig=29.49In|orig.time=10:00PM|orig.date=1838-07-20|atb=16R						
1838	8	2	5	23	0	994.9	orig=29.48In|orig.time=8:00AM|orig.date=1838-07-21|atb=16R						
1838	8	2	7	23	0	994.9	orig=29.48In|orig.time=10:00AM|orig.date=1838-07-21|atb=16R						
1838	8	2	9	23	0	994.9	orig=29.48In|orig.time=12:00AM|orig.date=1838-07-21|atb=16R						
1838	8	2	11	23	0	994.7	orig=29.48In|orig.time=2:00PM|orig.date=1838-07-21|atb=17R						
1838	8	2	13	23	0	993.4	orig=29.44In|orig.time=4:00PM|orig.date=1838-07-21|atb=17R						
1838	8	2	15	23	0	992.7	orig=29.42In|orig.time=6:00PM|orig.date=1838-07-21|atb=17R						
1838	8	2	17	23	0	992.7	orig=29.42In|orig.time=8:00PM|orig.date=1838-07-21|atb=17R						
1838	8	2	19	23	0	992.7	orig=29.42In|orig.time=10:00PM|orig.date=1838-07-21|atb=17R						
1838	8	3	5	23	0	995.3	orig=29.49In|orig.time=8:00AM|orig.date=1838-07-22|atb=16R						
1838	8	3	7	23	0	988.5	orig=29.29In|orig.time=10:00AM|orig.date=1838-07-22|atb=16R						
1838	8	3	9	23	0	988.5	orig=29.29In|orig.time=12:00AM|orig.date=1838-07-22|atb=16R						
1838	8	3	11	23	0	988.5	orig=29.29In|orig.time=2:00PM|orig.date=1838-07-22|atb=16R						
1838	8	3	13	23	0	988.5	orig=29.29In|orig.time=4:00PM|orig.date=1838-07-22|atb=16R						
1838	8	3	15	23	0	988.5	orig=29.29In|orig.time=6:00PM|orig.date=1838-07-22|atb=16R						
1838	8	3	17	23	0	989.9	orig=29.33In|orig.time=8:00PM|orig.date=1838-07-22|atb=16R						
1838	8	3	19	23	0	989.9	orig=29.33In|orig.time=10:00PM|orig.date=1838-07-22|atb=16R						
1838	8	4	5	23	0	991.2	orig=29.37In|orig.time=8:00AM|orig.date=1838-07-23|atb=16R						
1838	8	4	7	23	0	992.6	orig=29.41In|orig.time=10:00AM|orig.date=1838-07-23|atb=16R						
1838	8	4	9	23	0	992.9	orig=29.42In|orig.time=12:00AM|orig.date=1838-07-23|atb=16R						
1838	8	4	11	23	0	992.9	orig=29.42In|orig.time=2:00PM|orig.date=1838-07-23|atb=16R						
1838	8	4	13	23	0	993.4	orig=29.44In|orig.time=4:00PM|orig.date=1838-07-23|atb=17R						
1838	8	4	15	23	0	993.7	orig=29.45In|orig.time=6:00PM|orig.date=1838-07-23|atb=17R						
1838	8	4	17	23	0	993.9	orig=29.45In|orig.time=8:00PM|orig.date=1838-07-23|atb=16R						
1838	8	4	19	23	0	993.9	orig=29.45In|orig.time=10:00PM|orig.date=1838-07-23|atb=16R						
1838	8	5	5	23	0	996.3	orig=29.52In|orig.time=8:00AM|orig.date=1838-07-24|atb=16R						
1838	8	5	7	23	0	996.3	orig=29.52In|orig.time=10:00AM|orig.date=1838-07-24|atb=16R						
1838	8	5	9	23	0	996.3	orig=29.52In|orig.time=12:00AM|orig.date=1838-07-24|atb=16R						
1838	8	5	11	23	0	996.2	orig=29.52In|orig.time=2:00PM|orig.date=1838-07-24|atb=16.5R						
1838	8	5	13	23	0	995.8	orig=29.51In|orig.time=4:00PM|orig.date=1838-07-24|atb=16.5R						
1838	8	5	15	23	0	994.7	orig=29.48In|orig.time=6:00PM|orig.date=1838-07-24|atb=17R						
1838	8	5	17	23	0	994.9	orig=29.48In|orig.time=8:00PM|orig.date=1838-07-24|atb=16R						
1838	8	5	19	23	0	994.9	orig=29.48In|orig.time=10:00PM|orig.date=1838-07-24|atb=16R						
1838	8	6	5	23	0	993.9	orig=29.45In|orig.time=8:00AM|orig.date=1838-07-25|atb=16R						
1838	8	6	7	23	0	994.9	orig=29.48In|orig.time=10:00AM|orig.date=1838-07-25|atb=16R						
1838	8	6	9	23	0	994.9	orig=29.48In|orig.time=12:00AM|orig.date=1838-07-25|atb=16R						
1838	8	6	11	23	0	994.8	orig=29.48In|orig.time=2:00PM|orig.date=1838-07-25|atb=16.5R						
1838	8	6	13	23	0	994.8	orig=29.48In|orig.time=4:00PM|orig.date=1838-07-25|atb=16.5R						
1838	8	6	15	23	0	996.1	orig=29.52In|orig.time=6:00PM|orig.date=1838-07-25|atb=17R						
1838	8	6	17	23	0	996.4	orig=29.53In|orig.time=8:00PM|orig.date=1838-07-25|atb=17R						
1838	8	6	19	23	0	996.4	orig=29.53In|orig.time=10:00PM|orig.date=1838-07-25|atb=17R						
1838	8	7	5	23	0	1000.7	orig=29.65In|orig.time=8:00AM|orig.date=1838-07-26|atb=16R						
1838	8	7	7	23	0	1000.7	orig=29.65In|orig.time=10:00AM|orig.date=1838-07-26|atb=16R						
1838	8	7	9	23	0	1000.7	orig=29.65In|orig.time=12:00AM|orig.date=1838-07-26|atb=16R						
1838	8	7	11	23	0	1000.7	orig=29.65In|orig.time=2:00PM|orig.date=1838-07-26|atb=16R						
1838	8	7	13	23	0	1000.6	orig=29.65In|orig.time=4:00PM|orig.date=1838-07-26|atb=16.5R						
1838	8	7	15	23	0	1000.4	orig=29.65In|orig.time=6:00PM|orig.date=1838-07-26|atb=17R						
1838	8	7	17	23	0	1000.4	orig=29.65In|orig.time=8:00PM|orig.date=1838-07-26|atb=17R						
1838	8	7	19	23	0	1000.4	orig=29.65In|orig.time=10:00PM|orig.date=1838-07-26|atb=17R						
1838	8	8	5	23	0	1000	orig=29.63In|orig.time=8:00AM|orig.date=1838-07-27|atb=16R						
1838	8	8	7	23	0	1000	orig=29.63In|orig.time=10:00AM|orig.date=1838-07-27|atb=16R						
1838	8	8	9	23	0	999.8	orig=29.63In|orig.time=12:00AM|orig.date=1838-07-27|atb=17R						
1838	8	8	11	23	0	998.1	orig=29.58In|orig.time=2:00PM|orig.date=1838-07-27|atb=17R						
1838	8	8	13	23	0	996.8	orig=29.55In|orig.time=4:00PM|orig.date=1838-07-27|atb=18R						
1838	8	8	15	23	0	996.8	orig=29.55In|orig.time=6:00PM|orig.date=1838-07-27|atb=18R						
1838	8	8	17	23	0	996.8	orig=29.55In|orig.time=8:00PM|orig.date=1838-07-27|atb=18R						
1838	8	8	19	23	0	997.1	orig=29.55In|orig.time=10:00PM|orig.date=1838-07-27|atb=17R						
1838	8	9	5	23	0	997.1	orig=29.55In|orig.time=8:00AM|orig.date=1838-07-28|atb=17R						
1838	8	9	7	23	0	995.5	orig=29.51In|orig.time=10:00AM|orig.date=1838-07-28|atb=18R						
1838	8	9	9	23	0	995.5	orig=29.51In|orig.time=12:00AM|orig.date=1838-07-28|atb=18R						
1838	8	9	11	23	0	994.5	orig=29.48In|orig.time=2:00PM|orig.date=1838-07-28|atb=18R						
1838	8	9	13	23	0	994.5	orig=29.48In|orig.time=4:00PM|orig.date=1838-07-28|atb=18R						
1838	8	9	15	23	0	993.5	orig=29.45In|orig.time=6:00PM|orig.date=1838-07-28|atb=18R						
1838	8	9	17	23	0	993.2	orig=29.45In|orig.time=8:00PM|orig.date=1838-07-28|atb=19R						
1838	8	9	19	23	0	993.2	orig=29.45In|orig.time=10:00PM|orig.date=1838-07-28|atb=19R						
1838	8	10	5	23	0	993.5	orig=29.45In|orig.time=8:00AM|orig.date=1838-07-29|atb=18R						
1838	8	10	7	23	0	993.8	orig=29.46In|orig.time=10:00AM|orig.date=1838-07-29|atb=18R						
1838	8	10	9	23	0	993.6	orig=29.46In|orig.time=12:00AM|orig.date=1838-07-29|atb=19R						
1838	8	10	11	23	0	993.6	orig=29.46In|orig.time=2:00PM|orig.date=1838-07-29|atb=19R						
1838	8	10	13	23	0	993.6	orig=29.46In|orig.time=4:00PM|orig.date=1838-07-29|atb=19R						
1838	8	10	15	23	0	993.6	orig=29.46In|orig.time=6:00PM|orig.date=1838-07-29|atb=19R						
1838	8	10	17	23	0	993.6	orig=29.46In|orig.time=8:00PM|orig.date=1838-07-29|atb=19R						
1838	8	10	19	23	0	993.8	orig=29.46In|orig.time=10:00PM|orig.date=1838-07-29|atb=18R						
1838	8	11	5	23	0	994.5	orig=29.48In|orig.time=8:00AM|orig.date=1838-07-30|atb=18R						
1838	8	11	7	23	0	994.5	orig=29.48In|orig.time=10:00AM|orig.date=1838-07-30|atb=18R						
1838	8	11	9	23	0	994.1	orig=29.47In|orig.time=12:00AM|orig.date=1838-07-30|atb=18R						
1838	8	11	11	23	0	994.1	orig=29.47In|orig.time=2:00PM|orig.date=1838-07-30|atb=18R						
1838	8	11	13	23	0	994.1	orig=29.47In|orig.time=4:00PM|orig.date=1838-07-30|atb=18R						
1838	8	11	15	23	0	994.1	orig=29.47In|orig.time=6:00PM|orig.date=1838-07-30|atb=18R						
1838	8	11	17	23	0	994.1	orig=29.47In|orig.time=8:00PM|orig.date=1838-07-30|atb=18R						
1838	8	11	19	23	0	994.4	orig=29.47In|orig.time=10:00PM|orig.date=1838-07-30|atb=17R						
1838	8	12	5	23	0	994.5	orig=29.47In|orig.time=8:00AM|orig.date=1838-07-31|atb=16.5R						
1838	8	12	7	23	0	994.4	orig=29.47In|orig.time=10:00AM|orig.date=1838-07-31|atb=17R						
1838	8	12	9	23	0	994.4	orig=29.47In|orig.time=12:00AM|orig.date=1838-07-31|atb=17R						
1838	8	12	11	23	0	994.4	orig=29.47In|orig.time=2:00PM|orig.date=1838-07-31|atb=17R						
1838	8	12	13	23	0	994.4	orig=29.47In|orig.time=4:00PM|orig.date=1838-07-31|atb=17R						
1838	8	12	15	23	0	994.4	orig=29.47In|orig.time=6:00PM|orig.date=1838-07-31|atb=17R						
1838	8	12	17	23	0	994.4	orig=29.47In|orig.time=8:00PM|orig.date=1838-07-31|atb=17R						
1838	8	12	19	23	0	996.1	orig=29.52In|orig.time=10:00PM|orig.date=1838-07-31|atb=17R						
1838	8	13	5	23	0	998	orig=29.57In|orig.time=8:00AM|orig.date=1838-08-01|atb=16R						
1838	8	13	7	23	0	997.7	orig=29.57In|orig.time=10:00AM|orig.date=1838-08-01|atb=17R						
1838	8	13	9	23	0	997.7	orig=29.57In|orig.time=12:00AM|orig.date=1838-08-01|atb=17R						
1838	8	13	11	23	0	997.7	orig=29.57In|orig.time=2:00PM|orig.date=1838-08-01|atb=17R						
1838	8	13	13	23	0	997.7	orig=29.57In|orig.time=4:00PM|orig.date=1838-08-01|atb=17R						
1838	8	13	15	23	0	998.4	orig=29.59In|orig.time=6:00PM|orig.date=1838-08-01|atb=17R						
1838	8	13	17	23	0	997.7	orig=29.57In|orig.time=8:00PM|orig.date=1838-08-01|atb=17R						
1838	8	13	19	23	0	997.7	orig=29.57In|orig.time=10:00PM|orig.date=1838-08-01|atb=17R						
1838	8	14	5	23	0	997.4	orig=29.56In|orig.time=8:00AM|orig.date=1838-08-02|atb=17R						
1838	8	14	7	23	0	997.4	orig=29.56In|orig.time=10:00AM|orig.date=1838-08-02|atb=17R						
1838	8	14	9	23	0	997.4	orig=29.56In|orig.time=12:00AM|orig.date=1838-08-02|atb=17R						
1838	8	14	11	23	0	997.4	orig=29.56In|orig.time=2:00PM|orig.date=1838-08-02|atb=17R						
1838	8	14	13	23	0	996.2	orig=29.53In|orig.time=4:00PM|orig.date=1838-08-02|atb=18R						
1838	8	14	15	23	0	995.8	orig=29.52In|orig.time=6:00PM|orig.date=1838-08-02|atb=18R						
1838	8	14	17	23	0	996.1	orig=29.52In|orig.time=8:00PM|orig.date=1838-08-02|atb=17R						
1838	8	14	19	23	0	996.1	orig=29.52In|orig.time=10:00PM|orig.date=1838-08-02|atb=17R						
1838	8	15	5	23	0	996.1	orig=29.52In|orig.time=8:00AM|orig.date=1838-08-03|atb=17R						
1838	8	15	7	23	0	995.8	orig=29.52In|orig.time=10:00AM|orig.date=1838-08-03|atb=18R						
1838	8	15	9	23	0	995.8	orig=29.52In|orig.time=12:00AM|orig.date=1838-08-03|atb=18R						
1838	8	15	11	23	0	995.8	orig=29.52In|orig.time=2:00PM|orig.date=1838-08-03|atb=18R						
1838	8	15	13	23	0	994.5	orig=29.48In|orig.time=4:00PM|orig.date=1838-08-03|atb=18R						
1838	8	15	15	23	0	994.5	orig=29.48In|orig.time=6:00PM|orig.date=1838-08-03|atb=18R						
1838	8	15	17	23	0	994.5	orig=29.48In|orig.time=8:00PM|orig.date=1838-08-03|atb=18R						
1838	8	15	19	23	0	994.5	orig=29.48In|orig.time=10:00PM|orig.date=1838-08-03|atb=18R						
1838	8	16	5	23	0	996.1	orig=29.52In|orig.time=8:00AM|orig.date=1838-08-04|atb=17R						
1838	8	16	7	23	0	996.1	orig=29.52In|orig.time=10:00AM|orig.date=1838-08-04|atb=17R						
1838	8	16	9	23	0	995.8	orig=29.52In|orig.time=12:00AM|orig.date=1838-08-04|atb=18R						
1838	8	16	11	23	0	995.8	orig=29.52In|orig.time=2:00PM|orig.date=1838-08-04|atb=18R						
1838	8	16	13	23	0	996.3	orig=29.51In|orig.time=4:00PM|orig.date=1838-08-04|atb=18R						
1838	8	16	15	23	0	996.3	orig=29.51In|orig.time=6:00PM|orig.date=1838-08-04|atb=18R						
1838	8	16	17	23	0	996.3	orig=29.51In|orig.time=8:00PM|orig.date=1838-08-04|atb=18R						
1838	8	16	19	23	0	996.3	orig=28.51In|orig.time=10:00PM|orig.date=1838-08-04|atb=18R						
1838	8	17	5	23	0	995.4	orig=29.5In|orig.time=8:00AM|orig.date=1838-08-05|atb=17R						
1838	8	17	7	23	0	995.4	orig=29.5In|orig.time=10:00AM|orig.date=1838-08-05|atb=17R						
1838	8	17	9	23	0	995.4	orig=29.5In|orig.time=12:00AM|orig.date=1838-08-05|atb=17R						
1838	8	17	11	23	0	995.4	orig=29.5In|orig.time=2:00PM|orig.date=1838-08-05|atb=17R						
1838	8	17	13	23	0	996.1	orig=29.52In|orig.time=4:00PM|orig.date=1838-08-05|atb=17R						
1838	8	17	15	23	0	997.1	orig=29.55In|orig.time=6:00PM|orig.date=1838-08-05|atb=17R						
1838	8	17	17	23	0	998.1	orig=29.58In|orig.time=8:00PM|orig.date=1838-08-05|atb=17R						
1838	8	17	19	23	0	1000.1	orig=29.64In|orig.time=10:00PM|orig.date=1838-08-05|atb=17R						
1838	8	18	5	23	0	1001.7	orig=29.68In|orig.time=8:00AM|orig.date=1838-08-06|atb=16R						
1838	8	18	7	23	0	1001.7	orig=29.68In|orig.time=10:00AM|orig.date=1838-08-06|atb=16R						
1838	8	18	9	23	0	1001.7	orig=29.68In|orig.time=12:00AM|orig.date=1838-08-06|atb=16R						
1838	8	18	11	23	0	1001.1	orig=29.67In|orig.time=2:00PM|orig.date=1838-08-06|atb=17R						
1838	8	18	13	23	0	1000.1	orig=29.64In|orig.time=4:00PM|orig.date=1838-08-06|atb=17R						
1838	8	18	15	23	0	1000.1	orig=29.64In|orig.time=6:00PM|orig.date=1838-08-06|atb=17R						
1838	8	18	17	23	0	1000.1	orig=29.64In|orig.time=8:00PM|orig.date=1838-08-06|atb=17R						
1838	8	18	19	23	0	1000.3	orig=29.64In|orig.time=10:00PM|orig.date=1838-08-06|atb=16R						
1838	8	19	5	23	0	999	orig=29.6In|orig.time=8:00AM|orig.date=1838-08-07|atb=16R						
1838	8	19	7	23	0	1001	orig=29.66In|orig.time=10:00AM|orig.date=1838-08-07|atb=16R						
1838	8	19	9	23	0	1001	orig=29.66In|orig.time=12:00AM|orig.date=1838-08-07|atb=16R						
1838	8	19	11	23	0	1000.8	orig=29.66In|orig.time=2:00PM|orig.date=1838-08-07|atb=17R						
1838	8	19	13	23	0	1000.8	orig=29.66In|orig.time=4:00PM|orig.date=1838-08-07|atb=17R						
1838	8	19	15	23	0	1000.8	orig=29.66In|orig.time=6:00PM|orig.date=1838-08-07|atb=17R						
1838	8	19	17	23	0	994.3	orig=29.46In|orig.time=8:00PM|orig.date=1838-08-07|atb=16R						
1838	8	19	19	23	0	994.3	orig=29.46In|orig.time=10:00PM|orig.date=1838-08-07|atb=16R						
1838	8	20	5	23	0	1005	orig=29.77In|orig.time=8:00AM|orig.date=1838-08-08|atb=15R						
1838	8	20	7	23	0	1005	orig=29.77In|orig.time=10:00AM|orig.date=1838-08-08|atb=15R						
1838	8	20	9	23	0	1004.7	orig=29.77In|orig.time=12:00AM|orig.date=1838-08-08|atb=16R						
1838	8	20	11	23	0	1004.7	orig=29.77In|orig.time=2:00PM|orig.date=1838-08-08|atb=16R						
1838	8	20	13	23	0	1004.7	orig=29.77In|orig.time=4:00PM|orig.date=1838-08-08|atb=16R						
1838	8	20	15	23	0	1004.7	orig=29.77In|orig.time=6:00PM|orig.date=1838-08-08|atb=16R						
1838	8	20	17	23	0	1004.7	orig=29.77In|orig.time=8:00PM|orig.date=1838-08-08|atb=16R						
1838	8	20	19	23	0	1004.7	orig=29.77In|orig.time=10:00PM|orig.date=1838-08-08|atb=16R						
1838	8	21	5	23	0	1003.6	orig=29.73In|orig.time=8:00AM|orig.date=1838-08-09|atb=15R						
1838	8	21	7	23	0	1002.9	orig=29.71In|orig.time=10:00AM|orig.date=1838-08-09|atb=15R						
1838	8	21	9	23	0	1001.6	orig=29.67In|orig.time=12:00AM|orig.date=1838-08-09|atb=15R						
1838	8	21	11	23	0	1000.6	orig=29.64In|orig.time=2:00PM|orig.date=1838-08-09|atb=15R						
1838	8	21	13	23	0	999.9	orig=29.62In|orig.time=4:00PM|orig.date=1838-08-09|atb=15R						
1838	8	21	15	23	0	999.6	orig=29.61In|orig.time=6:00PM|orig.date=1838-08-09|atb=15R						
1838	8	21	17	23	0	999.2	orig=29.6In|orig.time=8:00PM|orig.date=1838-08-09|atb=15R						
1838	8	21	19	23	0	998.5	orig=29.58In|orig.time=10:00PM|orig.date=1838-08-09|atb=15R						
1838	8	22	5	23	0	996.9	orig=29.53In|orig.time=8:00AM|orig.date=1838-08-10|atb=15R						
1838	8	22	7	23	0	996.9	orig=29.53In|orig.time=10:00AM|orig.date=1838-08-10|atb=15R						
1838	8	22	9	23	0	995.9	orig=29.51In|orig.time=12:00AM|orig.date=1838-08-10|atb=16R						
1838	8	22	11	23	0	995.9	orig=29.51In|orig.time=2:00PM|orig.date=1838-08-10|atb=16R						
1838	8	22	13	23	0	994.9	orig=29.48In|orig.time=4:00PM|orig.date=1838-08-10|atb=16R						
1838	8	22	15	23	0	994.9	orig=29.48In|orig.time=6:00PM|orig.date=1838-08-10|atb=16R						
1838	8	22	17	23	0	994.9	orig=29.48In|orig.time=8:00PM|orig.date=1838-08-10|atb=16R						
1838	8	22	19	23	0	994.9	orig=29.48In|orig.time=10:00PM|orig.date=1838-08-10|atb=16R						
1838	8	23	5	23	0	996.2	orig=29.51In|orig.time=8:00AM|orig.date=1838-08-11|atb=15R						
1838	8	23	7	23	0	996.5	orig=29.52In|orig.time=10:00AM|orig.date=1838-08-11|atb=15R						
1838	8	23	9	23	0	996.3	orig=29.52In|orig.time=12:00AM|orig.date=1838-08-11|atb=16R						
1838	8	23	11	23	0	996.3	orig=29.52In|orig.time=2:00PM|orig.date=1838-08-11|atb=16R						
1838	8	23	13	23	0	996.3	orig=29.52In|orig.time=4:00PM|orig.date=1838-08-11|atb=16R						
1838	8	23	15	23	0	996.1	orig=29.52In|orig.time=6:00PM|orig.date=1838-08-11|atb=17R						
1838	8	23	17	23	0	997	orig=29.54In|orig.time=8:00PM|orig.date=1838-08-11|atb=16R						
1838	8	23	19	23	0	997.6	orig=29.56In|orig.time=10:00PM|orig.date=1838-08-11|atb=16R						
1838	8	24	5	23	0	999.3	orig=29.61In|orig.time=8:00AM|orig.date=1838-08-12|atb=16R						
1838	8	24	7	23	0	999.3	orig=29.61In|orig.time=10:00AM|orig.date=1838-08-12|atb=16R						
1838	8	24	9	23	0	999.1	orig=29.61In|orig.time=12:00AM|orig.date=1838-08-12|atb=17R						
1838	8	24	11	23	0	999.1	orig=29.61In|orig.time=2:00PM|orig.date=1838-08-12|atb=17R						
1838	8	24	13	23	0	999.1	orig=29.61In|orig.time=4:00PM|orig.date=1838-08-12|atb=17R						
1838	8	24	15	23	0	999.1	orig=29.61In|orig.time=6:00PM|orig.date=1838-08-12|atb=17R						
1838	8	24	17	23	0	999.1	orig=29.61In|orig.time=8:00PM|orig.date=1838-08-12|atb=17R						
1838	8	24	19	23	0	999.1	orig=29.61In|orig.time=10:00PM|orig.date=1838-08-12|atb=17R						
1838	8	25	5	23	0	999.1	orig=29.61In|orig.time=8:00AM|orig.date=1838-08-13|atb=17R						
1838	8	25	7	23	0	999.1	orig=29.61In|orig.time=10:00AM|orig.date=1838-08-13|atb=17R						
1838	8	25	9	23	0	998.9	orig=29.61In|orig.time=12:00AM|orig.date=1838-08-13|atb=18R						
1838	8	25	11	23	0	998.9	orig=29.61In|orig.time=2:00PM|orig.date=1838-08-13|atb=18R						
1838	8	25	13	23	0	997.5	orig=29.57In|orig.time=4:00PM|orig.date=1838-08-13|atb=18R						
1838	8	25	15	23	0	996.8	orig=29.55In|orig.time=6:00PM|orig.date=1838-08-13|atb=18R						
1838	8	25	17	23	0	996.8	orig=29.55In|orig.time=8:00PM|orig.date=1838-08-13|atb=18R						
1838	8	25	19	23	0	996.8	orig=29.55In|orig.time=10:00PM|orig.date=1838-08-13|atb=18R						
1838	8	26	5	23	0	997.7	orig=29.57In|orig.time=8:00AM|orig.date=1838-08-14|atb=17R						
1838	8	26	7	23	0	995.7	orig=29.51In|orig.time=10:00AM|orig.date=1838-08-14|atb=17R						
1838	8	26	9	23	0	995.5	orig=29.51In|orig.time=12:00AM|orig.date=1838-08-14|atb=18R						
1838	8	26	11	23	0	993.6	orig=29.46In|orig.time=2:00PM|orig.date=1838-08-14|atb=19R						
1838	8	26	13	23	0	993.4	orig=29.46In|orig.time=4:00PM|orig.date=1838-08-14|atb=20R						
1838	8	26	15	23	0	993.4	orig=29.46In|orig.time=6:00PM|orig.date=1838-08-14|atb=20R						
1838	8	26	17	23	0	993.2	orig=29.45In|orig.time=8:00PM|orig.date=1838-08-14|atb=19R						
1838	8	26	19	23	0	993.2	orig=29.45In|orig.time=10:00PM|orig.date=1838-08-14|atb=19R						
1838	8	27	5	23	0	997.2	orig=29.56In|orig.time=8:00AM|orig.date=1838-08-15|atb=18R						
1838	8	27	7	23	0	998.9	orig=29.61In|orig.time=10:00AM|orig.date=1838-08-15|atb=18R						
1838	8	27	9	23	0	999.5	orig=29.63In|orig.time=12:00AM|orig.date=1838-08-15|atb=18R						
1838	8	27	11	23	0	999.5	orig=29.63In|orig.time=2:00PM|orig.date=1838-08-15|atb=18R						
1838	8	27	13	23	0	999.5	orig=29.63In|orig.time=4:00PM|orig.date=1838-08-15|atb=18R						
1838	8	27	15	23	0	999.9	orig=29.64In|orig.time=6:00PM|orig.date=1838-08-15|atb=18R						
1838	8	27	17	23	0	1000.2	orig=29.65In|orig.time=8:00PM|orig.date=1838-08-15|atb=18R						
1838	8	27	19	23	0	1000.6	orig=29.66In|orig.time=10:00PM|orig.date=1838-08-15|atb=18R						
1838	8	28	5	23	0	1001.5	orig=29.68In|orig.time=8:00AM|orig.date=1838-08-16|atb=17R						
1838	8	28	7	23	0	1001.5	orig=29.68In|orig.time=10:00AM|orig.date=1838-08-16|atb=17R						
1838	8	28	9	23	0	1001.5	orig=29.68In|orig.time=12:00AM|orig.date=1838-08-16|atb=17R						
1838	8	28	11	23	0	1001.2	orig=29.68In|orig.time=2:00PM|orig.date=1838-08-16|atb=18R						
1838	8	28	13	23	0	1000.9	orig=29.67In|orig.time=4:00PM|orig.date=1838-08-16|atb=18R						
1838	8	28	15	23	0	1000.9	orig=29.67In|orig.time=6:00PM|orig.date=1838-08-16|atb=18R						
1838	8	28	17	23	0	1000.9	orig=29.67In|orig.time=8:00PM|orig.date=1838-08-16|atb=18R						
1838	8	28	19	23	0	1000.9	orig=29.67In|orig.time=10:00PM|orig.date=1838-08-16|atb=18R						
1838	8	29	5	23	0	1000.4	orig=29.65In|orig.time=8:00AM|orig.date=1838-08-17|atb=17R						
1838	8	29	7	23	0	1000.4	orig=29.65In|orig.time=10:00AM|orig.date=1838-08-17|atb=17R						
1838	8	29	9	23	0	999.8	orig=29.63In|orig.time=12:00AM|orig.date=1838-08-17|atb=17R						
1838	8	29	11	23	0	998.4	orig=29.59In|orig.time=2:00PM|orig.date=1838-08-17|atb=17R						
1838	8	29	13	23	0	997.7	orig=29.57In|orig.time=4:00PM|orig.date=1838-08-17|atb=17R						
1838	8	29	15	23	0	997.7	orig=29.57In|orig.time=6:00PM|orig.date=1838-08-17|atb=17R						
1838	8	29	17	23	0	997.4	orig=29.56In|orig.time=8:00PM|orig.date=1838-08-17|atb=17R						
1838	8	29	19	23	0	997.4	orig=29.56In|orig.time=10:00PM|orig.date=1838-08-17|atb=17R						
1838	8	30	5	23	0	993.9	orig=29.45In|orig.time=8:00AM|orig.date=1838-08-18|atb=16R						
1838	8	30	7	23	0	993.7	orig=29.45In|orig.time=10:00AM|orig.date=1838-08-18|atb=17R						
1838	8	30	9	23	0	992.7	orig=29.42In|orig.time=12:00AM|orig.date=1838-08-18|atb=17R						
1838	8	30	11	23	0	991.4	orig=29.39In|orig.time=2:00PM|orig.date=1838-08-18|atb=18R						
1838	8	30	13	23	0	991.1	orig=29.38In|orig.time=4:00PM|orig.date=1838-08-18|atb=18R						
1838	8	30	15	23	0	991.1	orig=29.38In|orig.time=6:00PM|orig.date=1838-08-18|atb=18R						
1838	8	30	17	23	0	991.3	orig=29.38In|orig.time=8:00PM|orig.date=1838-08-18|atb=17R						
1838	8	30	19	23	0	991.3	orig=29.38In|orig.time=10:00PM|orig.date=1838-08-18|atb=17R						
1838	8	31	5	23	0	993.4	orig=29.44In|orig.time=8:00AM|orig.date=1838-08-19|atb=17R						
1838	8	31	7	23	0	994.4	orig=29.47In|orig.time=10:00AM|orig.date=1838-08-19|atb=17R						
1838	8	31	9	23	0	994.4	orig=29.47In|orig.time=12:00AM|orig.date=1838-08-19|atb=17R						
1838	8	31	11	23	0	994.4	orig=29.47In|orig.time=2:00PM|orig.date=1838-08-19|atb=17R						
1838	8	31	13	23	0	994.4	orig=29.47In|orig.time=4:00PM|orig.date=1838-08-19|atb=17R						
1838	8	31	15	23	0	994.4	orig=29.47In|orig.time=6:00PM|orig.date=1838-08-19|atb=17R						
1838	8	31	17	23	0	994.4	orig=29.47In|orig.time=8:00PM|orig.date=1838-08-19|atb=17R						
1838	8	31	19	23	0	994.4	orig=29.47In|orig.time=10:00PM|orig.date=1838-08-19|atb=17R						
1838	9	1	5	23	0	996.6	orig=29.53In|orig.time=8:00AM|orig.date=1838-08-20|atb=16R						
1838	9	1	7	23	0	996.4	orig=29.53In|orig.time=10:00AM|orig.date=1838-08-20|atb=17R						
1838	9	1	9	23	0	997.4	orig=29.56In|orig.time=12:00AM|orig.date=1838-08-20|atb=17R						
1838	9	1	11	23	0	997.4	orig=29.56In|orig.time=2:00PM|orig.date=1838-08-20|atb=17R						
1838	9	1	13	23	0	997.4	orig=29.56In|orig.time=4:00PM|orig.date=1838-08-20|atb=17R						
