year,month,day,time,Latitude(S),Longitude(W),wind direction,wind force,"water temp
Surface (F)","water temp 
Injection (F)","Sea state 
Direction","Sea state 
Force","Sea swell 
Direction","Sea swell 
Force",Barometer,Air Temperature,REMARKS,Folder ref,ship_name,UUID
1952,1,25,400,-63.02,-48.93,ENE,4,29,nan,nan,4,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,e3e53058514b542d9816f5bbe90d2ad8
1952,1,25,800,-62.96333333333334,-49.028333333333336,ENE,4,30,nan,nan,4,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,ef76c4389aab5e828b0084b6d938cdb4
1952,1,25,1200,-62.906666666666666,-49.126666666666665,EN,2,34,nan,nan,3,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,307924103618584f8f0c7ccf4df48a0f
1952,1,25,1600,-62.85,-49.225,CALM,0,40,nan,nan,3,nan,nan,29.14,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,e3b7a82a7e0a5b98ba3574ec1cbbf460
1952,1,25,2000,-62.79333333333334,-49.32333333333334,NE,1,36,nan,nan,3,nan,nan,29.12,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,4f2d44b0ad7353758e90d7908c6de9f9
1952,1,25,2400,-62.736666666666665,-49.42166666666667,CALM,1,33,nan,nan,2,nan,nan,29.12,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,787095f6030a5dec91613a5f83f39adc
1952,1,26,400,-62.68,-49.52,ENE,2,34,nan,nan,2,nan,nan,29.12,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,c4d5ba6e99895206a0795df042eb4ffe
1952,1,26,800,-62.58,-49.94666666666667,ENE,2,36,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,3172d46f02af5cabbf327cd99161f1f1
1952,1,26,1200,-62.48,-50.373333333333335,ENE,2,36,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,9cfb1c26adcf5687bddc74c54e0bb7b8
1952,1,26,1600,-62.379999999999995,-50.8,N,2,36,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,1f960dc822ca5fd1a543f9c20f2bdff4
1952,1,26,2000,-62.28,-51.22666666666667,WNW,2,34,nan,nan,2,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,a415bab7ca68567d9c3490699584d43d
1952,1,26,2400,-62.18,-51.653333333333336,NW,2,32,nan,nan,2,nan,nan,29.02,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,a6662fe8c3be50478e1a12aa1809890e
1952,1,27,400,-62.08,-52.08,NW,4,33,nan,nan,4,nan,nan,28.9,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,051c3a4c89f95c669c2b1c2a095f3883
1952,1,27,800,-62.1,-52.163333333333334,W,2,33,nan,nan,2,nan,nan,28.85,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,4dc373ecce555f5d8c4bbbb98ffc51da
1952,1,27,1200,-62.12,-52.24666666666666,SW,4,34,nan,nan,3,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,016774af42c5506bb41986a154d06ea5
1952,1,27,1600,-62.14,-52.33,SW,6,32,nan,nan,5,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,88a89a03b9b659349554a37e803398dd
1952,1,27,2000,-62.160000000000004,-52.413333333333334,SW,6,31,nan,nan,6,nan,nan,28.84,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,e5c06e9db5ac543e8e3a39146d964c1a
1952,1,27,2400,-62.18,-52.49666666666666,SWW,6,30,nan,nan,6,nan,nan,28.81,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,c8f7b826a0bf521bb5c7f214f2c1c8cf
1952,1,28,400,-62.2,-52.58,WSW,7,28,nan,nan,7,nan,nan,28.7,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,890561f7a2a95050a4260601260a9634
1952,1,28,800,-62.49666666666667,-52.23,WSW,7,30,nan,nan,7,nan,nan,28.61,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,10ffa8381e76562ca10733116711a90b
1952,1,28,1200,-62.79333333333334,-51.879999999999995,SW,6,30,nan,nan,6,nan,nan,28.56,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,87d65214c5a159acad12f66815d38f83
1952,1,28,1600,-63.09,-51.53,SWS,6,30,nan,nan,5,nan,nan,28.54,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,5abbd918dc6e5bef8f6a5e1eeb001e45
1952,1,28,2000,-63.38666666666666,-51.18,SSW,6,29,nan,nan,5,nan,nan,28.46,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,1c080874b2715e048bf9afee97c27f43
1952,1,28,2400,-63.68333333333333,-50.83,SSW,6,28,nan,nan,5,nan,nan,28.44,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,677c2613b0a354c3be171787971afe14
1952,1,29,400,-63.98,-50.48,SW,7,24,nan,nan,6,nan,nan,28.4,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,74af1cf7a1b959c48e62251195327526
1952,1,29,800,-63.91333333333333,-50.28666666666666,SSW,7,26,nan,nan,7,nan,nan,28.36,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,150d482e4c955a12873291f2f14731ce
1952,1,29,1200,-63.846666666666664,-50.093333333333334,S,3,30,nan,nan,2,nan,nan,28.33,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,fbc3a47786e052929c3c6ee6a2076da8
1952,1,29,1600,-63.78,-49.9,S,3,32,nan,nan,1,nan,nan,28.36,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,cb3a1e93a9b45bc784859bf70a121a68
1952,1,29,2000,-63.71333333333333,-49.70666666666666,S,3,31,nan,nan,1,nan,nan,28.42,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,6216e4b2be995f45aef2a4b34c4f8241
1952,1,29,2400,-63.64666666666666,-49.513333333333335,S,3,30,nan,nan,1,nan,nan,28.42,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,66a325847324534d80e195f535628c6c
1952,1,30,400,-63.58,-49.32,S,3,27,nan,nan,2,nan,nan,28.43,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,ad5c8def78a753f6ad83999a9e271f12
1952,1,30,800,-63.486666666666665,-49.24666666666667,S,3,29,nan,nan,2,nan,nan,28.43,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,83cde5f8cb445d5ea314af21c0e03f0c
1952,1,30,1200,-63.39333333333333,-49.17333333333333,SWS,2,32,nan,nan,2,nan,nan,28.42,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,67c25975ffe251b1b3fc272faf707648
1952,1,30,1600,-63.3,-49.1,SWS,3,32,nan,nan,2,nan,nan,28.43,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,89ba847ba5b55e6188527160901b56ae
1952,1,30,2000,-63.20666666666667,-49.02666666666667,SSW,3,32,nan,nan,2,nan,nan,28.43,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,f67535ea8d085d5aa2d1ed04f15b362d
1952,1,30,2400,-63.11333333333334,-48.95333333333333,CALM,0,31,nan,nan,1,nan,nan,28.47,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,798b95cc5b3c5a7baada252c70eb6fdc
1952,1,31,400,-63.02,-48.88,SSW,2,29,nan,nan,2,nan,nan,28.5,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,77600890a89b556cab75c9adbe2bab0e
1952,1,31,800,-63.09166666666667,-49.17,SSW,3,30,nan,nan,2,nan,nan,28.52,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,66719103ece7514eb43b5e8bf7c242e2
1952,1,31,1200,-63.163333333333334,-49.46,SSW,3,30,nan,nan,3,nan,nan,28.54,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,8771c85964845210bf239221cb3c23a8
1952,1,31,1600,-63.235,-49.75,SSW,6,30,nan,nan,3,nan,nan,28.54,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,b3363c558ebb5d44866caff7ddd6cb53
1952,1,31,2000,-63.30666666666667,-50.04,SSW,6,29,nan,nan,5,nan,nan,28.54,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,a34a08f6386a5d48a232ad07e9b1cb52
1952,1,31,2400,-63.37833333333334,-50.33,SSW,8,28,nan,nan,7,nan,nan,28.56,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,589131a29f7a505abb9122357513a240
1952,2,1,400,-63.45,-50.62,SSW,8,28,nan,nan,6,nan,nan,28.65,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,97e0edce7a2a55a3995313d358642c6b
1952,2,1,800,-63.21333333333334,-50.96333333333333,SSW,7,29,nan,nan,3,nan,nan,28.7,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,310ecbe32abb5c46ba64813ec0751743
1952,2,1,1200,-62.97666666666667,-51.306666666666665,SSW,7,30,nan,nan,3,nan,nan,28.71,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,a516755ed62a5200a8ce2a94f2d7b0b7
1952,2,1,1600,-62.74,-51.65,SSW,5,30,nan,nan,2,nan,nan,28.76,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,777b67893d505ccb898bd75658a67c0f
1952,2,1,2000,-62.50333333333334,-51.99333333333333,SSW,5,29,nan,nan,2,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,648088dbb6925bdeae016dde47c0f6be
1952,2,1,2400,-62.266666666666666,-52.336666666666666,SSE,5,28,nan,nan,2,nan,nan,28.85,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,d1f87321a50752c2bf32387237f4f483
1952,2,2,400,-62.03,-52.68,SSE,4,24,nan,nan,2,nan,nan,28.94,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,aaa8311907655474ab7bad10c5c62a33
1952,2,2,800,-62.04166666666667,-52.73833333333333,SSE,3,28,nan,nan,1,nan,nan,29.06,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,57566a301337526c8d69c8f25416e458
1952,2,2,1200,-62.053333333333335,-52.79666666666667,SSE,2,30,nan,nan,1,nan,nan,29.07,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,4a5e34e2e43f52c9838842d16d229c78
1952,2,2,1600,-62.065,-52.855000000000004,SSE,3,30,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,6bafb9f5f298577088f37e92a4e855c1
1952,2,2,2000,-62.07666666666667,-52.913333333333334,SSE,3,30,nan,nan,2,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,73c88d0fba3854b4b4533d2a04a9838e
1952,2,2,2400,-62.08833333333334,-52.971666666666664,SSW,3,29,nan,nan,2,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,15f3404602395a8e9d37e697754c0fc9
1952,2,3,400,-62.1,-53.03,SWS,4,25,nan,nan,2,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,6d2f0633cc0c5903b6ae5c4f7a6fa7ed
1952,2,3,800,-62.06166666666667,-53.086666666666666,S,6,27,nan,nan,4,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,308edf002f88580ebd68de2fa6d13f11
1952,2,3,1200,-62.02333333333333,-53.14333333333333,SSW,7,28,nan,nan,6,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,dd3fdc75059855a4aa084b861f16c386
1952,2,3,1600,-61.985,-53.2,SSW,7,26,nan,nan,4,nan,nan,29.23,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,d1334bafdf56519f8181ee56959eef9d
1952,2,3,2000,-61.946666666666665,-53.25666666666667,SSW,7,36,nan,nan,4,nan,nan,29.34,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,275737027694529d92ad548f4f127b3b
1952,2,3,2400,-61.90833333333333,-53.31333333333333,SSW,7,25,nan,nan,4,nan,nan,29.35,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,5dac24d63f6859c886e957be675d4ce7
1952,2,4,400,-61.87,-53.37,SSW,4,27,nan,nan,3,nan,nan,29.38,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,eb9297e22ba85600b4643f8f64da46df
1952,2,4,800,-61.861666666666665,-53.21666666666667,SSW,3,29,nan,nan,2,nan,nan,29.41,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,325b7b8e5cba57658528c54b3b2e6df8
1952,2,4,1200,-61.85333333333333,-53.06333333333333,SSW,3,29,nan,nan,2,nan,nan,29.42,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,438dd4a38ee1510eb441ba658a090be3
1952,2,4,1600,-61.845,-52.91,SSW,3,33,nan,nan,2,nan,nan,29.45,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,b3589b3f56695c459d8e31e18f6ef46d
1952,2,4,2000,-61.836666666666666,-52.75666666666667,SSW,2,30,nan,nan,1,nan,nan,29.48,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,0492da03f1e456a8b5e57c7f30e6ec4c
1952,2,4,2400,-61.82833333333333,-52.60333333333334,WNW,2,28,nan,nan,1,nan,nan,29.47,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,3513418bf81255df9db73bb977c48959
1952,2,5,400,-61.82,-52.45,WN,3,32,nan,nan,3,nan,nan,29.42,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,83b64a8ac0a85b839ddbebbdebebc298
1952,2,5,800,-61.888333333333335,-52.18333333333334,NNW,4,32,nan,nan,3,nan,nan,29.4,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,924f2d06aa1154a295fa41d700e0b0a5
1952,2,5,1200,-61.95666666666666,-51.91666666666667,NNW,4,34,nan,nan,3,nan,nan,29.28,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,309a0b7a887e545cbeaf37ceb83d074d
1952,2,5,1600,-62.025,-51.650000000000006,NNW,6,36,nan,nan,5,nan,nan,29.18,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,08b165deb0105f0f9c2e3b04e39959c5
1952,2,5,2000,-62.093333333333334,-51.38333333333333,NNW,6,36,nan,nan,5,nan,nan,29.05,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,51a63925cb4f5d519e31704dad18485b
1952,2,5,2400,-62.16166666666666,-51.11666666666667,NNW,4,34,nan,nan,4,nan,nan,28.94,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,d285b8f19a0b51ec834e7d91ca92903f
1952,2,6,400,-62.23,-50.85,NWN,4,33,nan,nan,4,nan,nan,28.82,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,562ad5685660585c8e12842199214867
1952,2,6,800,-62.166666666666664,-50.85,NWN,4,34,nan,nan,5,nan,nan,28.73,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,fc5ffaf4fca558d38194cbec329fd1f8
1952,2,6,1200,-62.10333333333333,-50.85,NWN,3,34,nan,nan,3,nan,nan,28.6,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,4a79c32fdf6d5b62849b0fc6c1f8e28e
1952,2,6,1600,-62.04,-50.85,CALM,0,34,nan,nan,2,nan,nan,28.72,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,84087e65a71c57f0be302a41e38762b9
1952,2,6,2000,-61.97666666666667,-50.85,SSW,4,32,nan,nan,4,nan,nan,28.74,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,b78029a1cf0a5ab3bfa3e452fcb76db6
1952,2,6,2400,-61.913333333333334,-50.85,SSW,6,31,nan,nan,5,nan,nan,28.86,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,69dead0f7a3650b795a02b1ae3ab25ca
1952,2,7,400,-61.85,-50.85,SSW,6,28,nan,nan,5,nan,nan,28.91,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,041d7962e14c531cad74fbc974f19a13
1952,2,7,800,-62.055,-50.83833333333334,SW,6,30,nan,nan,5,nan,nan,28.95,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,fedafe8fca0752898e66379da61c6893
1952,2,7,1200,-62.26,-50.82666666666667,SSW,6,33,nan,nan,4,nan,nan,28.93,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,ab42c9f05ab353f0b15cf26a1f37b382
1952,2,7,1600,-62.465,-50.815,SSW,6,34,nan,nan,3,nan,nan,28.97,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,95e20e2571fd5fa7a374fb7a92cd68fd
1952,2,7,2000,-62.67,-50.803333333333335,SSW,3,33,nan,nan,3,nan,nan,29.01,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,043f1614acd25eb487575bf2919f16bd
1952,2,7,2400,-62.875,-50.79166666666667,SSW,2,32,nan,nan,2,nan,nan,29.04,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,f430548497115e3091672c46633f3675
1952,2,8,400,-63.08,-50.78,SW,2,27,nan,nan,2,nan,nan,29.07,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,2d7f719b3dc75942a68b6aee272d5cc1
1952,2,8,800,-63.074999999999996,-50.821666666666665,SW,2,32,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,3828a7e1228d578c893949ba43d88caf
1952,2,8,1200,-63.07,-50.86333333333334,SW,2,34,nan,nan,2,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,15f106d4538958a68c55e8dd3a4e93f8
1952,2,8,1600,-63.065,-50.905,S,2,32,nan,nan,2,nan,nan,29.17,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,3976cd95e91855298f2a410404fde444
1952,2,8,2000,-63.059999999999995,-50.946666666666665,SE,2,32,nan,nan,2,nan,nan,29.18,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,53a4e5fb1ded58658defd288477763f7
1952,2,8,2400,-63.055,-50.98833333333334,CALM,0,32,nan,nan,1,nan,nan,29.22,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,237a84108c6b5d0c8ac5506e89353c5d
1952,2,9,400,-63.05,-51.03,SE,1,31,nan,nan,1,nan,nan,29.22,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,70a77c6fe7fd5a3b92a883c4668b12a2
1952,2,9,800,-62.91166666666666,-50.84166666666667,SE,4,32,nan,nan,2,nan,nan,29.22,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,58771b7aaba65ad283f80361d62ad318
1952,2,9,1200,-62.77333333333333,-50.653333333333336,SSE,4,33,nan,nan,2,nan,nan,29.22,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,244d93dc870d50bb9067df711bd5f82f
1952,2,9,1600,-62.635,-50.465,S,6,32,nan,nan,5,nan,nan,29.24,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,f95ee21c704757e4b678d184b380b065
1952,2,9,2000,-62.49666666666666,-50.276666666666664,S,4,32,nan,nan,4,nan,nan,29.28,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,b179f3799881577a8343173c92d93687
1952,2,9,2400,-62.358333333333334,-50.08833333333333,SE,4,32,nan,nan,4,nan,nan,29.32,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,db80938e7a3757d8b3804e84ef5cdffd
1952,2,10,400,-62.22,-49.9,S,4,28,nan,nan,4,nan,nan,29.37,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,ff622d7d951e57d8b69cbbccfaa5dabd
1952,2,10,800,-62.19166666666666,-49.78666666666666,S,4,29,nan,nan,4,nan,nan,29.42,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,cd5b0280b54e565e9cf7d3941c047efa
1952,2,10,1200,-62.163333333333334,-49.67333333333333,S,3,32,nan,nan,3,nan,nan,29.43,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,c94e13f539455f6d804e131936467142
1952,2,10,1600,-62.135,-49.56,SW,4,33,nan,nan,4,nan,nan,29.47,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,42e61ba34bf9567d9e57e10df5126ef2
1952,2,10,2000,-62.10666666666666,-49.446666666666665,SW,4,31,nan,nan,4,nan,nan,29.48,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,9e4e6e98b9bd5920a0eaba3d00a3d5bd
1952,2,10,2400,-62.07833333333333,-49.33333333333333,SW,2,28,nan,nan,1,nan,nan,29.52,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,45b56c7d047a5e438f0172a490a0ccac
1952,2,11,400,-62.05,-49.22,SSW,2,28,nan,nan,1,nan,nan,29.52,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,8cba8b1aa0eb5c7aa2b7d2f36ea40269
1952,2,11,800,-62.12,-49.196666666666665,W,3,30,nan,nan,2,nan,nan,29.5,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,699a5152d4b0545b944a7c5b4e318f1c
1952,2,11,1200,-62.19,-49.17333333333333,NWW,4,30,nan,nan,3,nan,nan,29.47,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,9fe9933701c45f1385d2dda2033063ae
1952,2,11,1600,-62.26,-49.15,NWN,4,34,nan,nan,3,nan,nan,29.43,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,33fedc5990d75e93ac102f976b9a431a
1952,2,11,2000,-62.33,-49.126666666666665,NWW,4,33,nan,nan,3,nan,nan,29.39,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,36fae689e7755805ab88ec5fd2a84e4c
1952,2,11,2400,-62.4,-49.10333333333333,WNW,3,35,nan,nan,3,nan,nan,29.31,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,ac3cd7fa7f6653e0b1ec7dd410192fc4
1952,2,12,400,-62.47,-49.08,NNW,3,33,nan,nan,3,nan,nan,29.27,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,081f6bb425b35c7aae6bbd913677b6a5
1952,2,12,800,-62.653333333333336,-49.016666666666666,NW,6,33,nan,nan,6,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,33c24f935214544f8c2b596003a2eaf8
1952,2,12,1200,-62.836666666666666,-48.95333333333333,NW,6,33,nan,nan,6,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,b43e91e78b55557a83cfbc643328028e
1952,2,12,1600,-63.019999999999996,-48.89,NW,7,34,nan,nan,7,nan,nan,29.0,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,a398798f1b905208baaaa30796f429cc
1952,2,12,2000,-63.20333333333333,-48.82666666666667,NW,7,33,nan,nan,7,nan,nan,28.93,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,aa77f77394b951af8a3c76c54fa5f908
1952,2,12,2400,-63.38666666666667,-48.763333333333335,NW,6,33,nan,nan,7,nan,nan,28.86,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,fa8fe02adf78577593b53eda3196be25
1952,2,13,400,-63.57,-48.7,W,5,33,nan,nan,6,nan,nan,28.87,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,dadfef364f0a5a939517f790f6952dde
1952,2,13,800,-63.45333333333333,-48.88333333333333,W,5,33,nan,nan,5,nan,nan,28.85,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,881d8485f3f052348e447b685868d204
1952,2,13,1200,-63.336666666666666,-49.06666666666667,S,2,35,nan,nan,5,nan,nan,28.82,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,1ce36348b4bf58efbe0549720fc8e7e1
1952,2,13,1600,-63.22,-49.25,S,2,35,nan,nan,4,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,56264cffb27b5077ba59b373453a1f6c
1952,2,13,2000,-63.10333333333333,-49.43333333333333,S,1,33,nan,nan,4,nan,nan,29.14,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,87f693ff42b95b69b942c9634829cd2e
1952,2,13,2400,-62.986666666666665,-49.61666666666667,CALM,0,34,nan,nan,3,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,d9b02ffb09a05c469dd621228427a2a6
1952,2,14,400,-62.87,-49.8,NW,2,32,nan,nan,3,nan,nan,29.19,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,c1a9f14f2ae457738e6934a482708b9b
1952,2,14,800,-62.87,-49.8,NW,2,32,nan,nan,3,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,21d76af60d525535bb1353d2c54c6b9e
1952,2,14,1200,-62.87,-49.8,SW,3,33,nan,nan,3,nan,nan,29.28,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,206999766e0d5956bbe70b2b4e7986f2
1952,2,14,1600,-62.87,-49.8,SW,3,33,nan,nan,3,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,2e94ca455f1a5b8085bfdf47c3164531
1952,2,14,2000,-62.87,-49.8,W,2,32,nan,nan,3,nan,nan,29.35,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,5425fc8482fd595b9969d183bcd46ef8
1952,2,14,2400,-62.87,-49.8,NW,3,33,nan,nan,3,nan,nan,29.3,,nan,Salvesen2_A6_Southern_Harvester_51_52,Southern harvester,8ac29f415d575cfe9a6c053eabb45aa0
1935,11,27,12,-56.63,-16.0,NW,3,nan,nan,nan,nan,NW,nan,29.62,39,ICE,Salvesen2_E5_Box1_Sourabaya_35_36,Sourabaya,fc272ef0aa355d3fa67608f12f55e9c9
1935,11,28,12,-56.77,-16.27,NE,3,nan,nan,nan,nan,NNE,nan,28.9,40,PACKICE,Salvesen2_E5_Box1_Sourabaya_35_36,Sourabaya,894b90a957675469925099b4756d81f9
1935,11,29,12,-56.8,-15.6,WNW,3,nan,nan,nan,nan,NW,BIG,28.91,30,ICE,Salvesen2_E5_Box1_Sourabaya_35_36,Sourabaya,366c077a46fa5a5484c3450281fb93f2
1935,11,30,12,-56.8,-16.05,N,1,nan,nan,nan,nan,N,BIG,28.24,38,FOG,Salvesen2_E5_Box1_Sourabaya_35_36,Sourabaya,6df090e4687a5a728eeb6b8e3e4c8ae2
1935,12,1,12,-57.2,-14.73,WSW,6,nan,nan,nan,nan,W,HEAVY,28.93,29,ICE,Salvesen2_E5_Box1_Sourabaya_35_36,Sourabaya,392b38c481b552468ccdfc05b010e4a4
